,index_i,county_i,index_j,county_j,cij
0,0,Appling,0,Appling,0
1,0,Appling,1,Atkinson,0
2,0,Appling,2,Bacon,1
3,0,Appling,3,Baker,0
4,0,Appling,4,Baldwin,0
5,0,Appling,5,Banks,0
6,0,Appling,6,Barrow,0
7,0,Appling,7,Bartow,0
8,0,Appling,8,Ben,0
9,0,Appling,9,Berrien,0
10,0,Appling,10,Bibb,0
11,0,Appling,11,Bleckley,0
12,0,Appling,12,Brantley,0
13,0,Appling,13,Brooks,0
14,0,Appling,14,Bryan,0
15,0,Appling,15,Bulloch,0
16,0,Appling,16,Burke,0
17,0,Appling,17,Butts,0
18,0,Appling,18,Calhoun,0
19,0,Appling,19,Camden,0
20,0,Appling,20,Candler,0
21,0,Appling,21,Carroll,0
22,0,Appling,22,Catoosa,0
23,0,Appling,23,Charlton,0
24,0,Appling,24,Chatham,0
25,0,Appling,25,Chattahoochee,0
26,0,Appling,26,Chattooga,0
27,0,Appling,27,Cherokee,0
28,0,Appling,28,Clarke,0
29,0,Appling,29,Clay,0
30,0,Appling,30,Clayton,0
31,0,Appling,31,Clinch,0
32,0,Appling,32,Cobb,0
33,0,Appling,33,Cobb,0
34,0,Appling,34,Cobb,0
35,0,Appling,35,Coffee,0
36,0,Appling,36,Colquitt,0
37,0,Appling,37,Columbia,0
38,0,Appling,38,Cook,0
39,0,Appling,39,Coweta,0
40,0,Appling,40,Crawford,0
41,0,Appling,41,Crisp,0
42,0,Appling,42,Dade,0
43,0,Appling,43,Dawson,0
44,0,Appling,44,DeKalb,0
45,0,Appling,45,DeKalb,0
46,0,Appling,46,DeKalb,0
47,0,Appling,47,Decatur,0
48,0,Appling,48,Dodge,0
49,0,Appling,49,Dooly,0
50,0,Appling,50,Dougherty,0
51,0,Appling,51,Douglas,0
52,0,Appling,52,Early,0
53,0,Appling,53,Echols,0
54,0,Appling,54,Effingham,0
55,0,Appling,55,Elbert,0
56,0,Appling,56,Emanuel,0
57,0,Appling,57,Evans,0
58,0,Appling,58,Fannin,0
59,0,Appling,59,Fayette,0
60,0,Appling,60,Floyd,0
61,0,Appling,61,Forsyth,0
62,0,Appling,62,Franklin,0
63,0,Appling,63,Fulton,0
64,0,Appling,64,Fulton,0
65,0,Appling,65,Fulton,0
66,0,Appling,66,Gilmer,0
67,0,Appling,67,Glascock,0
68,0,Appling,68,Glynn,0
69,0,Appling,69,Gordon,0
70,0,Appling,70,Grady,0
71,0,Appling,71,Greene,0
72,0,Appling,72,Gwinnett,0
73,0,Appling,73,Gwinnett,0
74,0,Appling,74,Gwinnett,0
75,0,Appling,75,Habersham,0
76,0,Appling,76,Hall,0
77,0,Appling,77,Hancock,0
78,0,Appling,78,Haralson,0
79,0,Appling,79,Harris,0
80,0,Appling,80,Hart,0
81,0,Appling,81,Heard,0
82,0,Appling,82,Henry,0
83,0,Appling,83,Houston,0
84,0,Appling,84,Irwin,0
85,0,Appling,85,Jackson,0
86,0,Appling,86,Jasper,0
87,0,Appling,87,Jeff,1
88,0,Appling,88,Jefferson,0
89,0,Appling,89,Jenkins,0
90,0,Appling,90,Johnson,0
91,0,Appling,91,Jones,0
92,0,Appling,92,Lamar,0
93,0,Appling,93,Lanier,0
94,0,Appling,94,Laurens,0
95,0,Appling,95,Lee,0
96,0,Appling,96,Liberty,0
97,0,Appling,97,Lincoln,0
98,0,Appling,98,Long,0
99,0,Appling,99,Lowndes,0
100,0,Appling,100,Lumpkin,0
101,0,Appling,101,Macon,0
102,0,Appling,102,Madison,0
103,0,Appling,103,Marion,0
104,0,Appling,104,McDuffie,0
105,0,Appling,105,McIntosh,0
106,0,Appling,106,Meriwether,0
107,0,Appling,107,Miller,0
108,0,Appling,108,Mitchell,0
109,0,Appling,109,Monroe,0
110,0,Appling,110,Montgomery,0
111,0,Appling,111,Morgan,0
112,0,Appling,112,Murray,0
113,0,Appling,113,Muscogee,0
114,0,Appling,114,Newton,0
115,0,Appling,115,Oconee,0
116,0,Appling,116,Oglethorpe,0
117,0,Appling,117,Paulding,0
118,0,Appling,118,Peach,0
119,0,Appling,119,Pickens,0
120,0,Appling,120,Pierce,1
121,0,Appling,121,Pike,0
122,0,Appling,122,Polk,0
123,0,Appling,123,Pulaski,0
124,0,Appling,124,Putnam,0
125,0,Appling,125,Quitman,0
126,0,Appling,126,Rabun,0
127,0,Appling,127,Randolph,0
128,0,Appling,128,Richmond,0
129,0,Appling,129,Rockdale,0
130,0,Appling,130,Schley,0
131,0,Appling,131,Screven,0
132,0,Appling,132,Seminole,0
133,0,Appling,133,Spalding,0
134,0,Appling,134,Stephens,0
135,0,Appling,135,Stewart,0
136,0,Appling,136,Sumter,0
137,0,Appling,137,Talbot,0
138,0,Appling,138,Taliaferro,0
139,0,Appling,139,Tattnall,1
140,0,Appling,140,Taylor,0
141,0,Appling,141,Telfair,0
142,0,Appling,142,Terrell,0
143,0,Appling,143,Thomas,0
144,0,Appling,144,Tift,0
145,0,Appling,145,Toombs,1
146,0,Appling,146,Towns,0
147,0,Appling,147,Treutlen,0
148,0,Appling,148,Troup,0
149,0,Appling,149,Turner,0
150,0,Appling,150,Twiggs,0
151,0,Appling,151,Union,0
152,0,Appling,152,Upson,0
153,0,Appling,153,Walker,0
154,0,Appling,154,Walton,0
155,0,Appling,155,Ware,0
156,0,Appling,156,Warren,0
157,0,Appling,157,Washington,0
158,0,Appling,158,Wayne,1
159,0,Appling,159,Webster,0
160,0,Appling,160,Wheeler,0
161,0,Appling,161,White,0
162,0,Appling,162,Whitfield,0
163,0,Appling,163,Wilcox,0
164,0,Appling,164,Wilkes,0
165,0,Appling,165,Wilkinson,0
166,0,Appling,166,Worth,0
167,1,Atkinson,0,Appling,0
168,1,Atkinson,1,Atkinson,0
169,1,Atkinson,2,Bacon,0
170,1,Atkinson,3,Baker,0
171,1,Atkinson,4,Baldwin,0
172,1,Atkinson,5,Banks,0
173,1,Atkinson,6,Barrow,0
174,1,Atkinson,7,Bartow,0
175,1,Atkinson,8,Ben,0
176,1,Atkinson,9,Berrien,1
177,1,Atkinson,10,Bibb,0
178,1,Atkinson,11,Bleckley,0
179,1,Atkinson,12,Brantley,0
180,1,Atkinson,13,Brooks,0
181,1,Atkinson,14,Bryan,0
182,1,Atkinson,15,Bulloch,0
183,1,Atkinson,16,Burke,0
184,1,Atkinson,17,Butts,0
185,1,Atkinson,18,Calhoun,0
186,1,Atkinson,19,Camden,0
187,1,Atkinson,20,Candler,0
188,1,Atkinson,21,Carroll,0
189,1,Atkinson,22,Catoosa,0
190,1,Atkinson,23,Charlton,0
191,1,Atkinson,24,Chatham,0
192,1,Atkinson,25,Chattahoochee,0
193,1,Atkinson,26,Chattooga,0
194,1,Atkinson,27,Cherokee,0
195,1,Atkinson,28,Clarke,0
196,1,Atkinson,29,Clay,0
197,1,Atkinson,30,Clayton,0
198,1,Atkinson,31,Clinch,1
199,1,Atkinson,32,Cobb,0
200,1,Atkinson,33,Cobb,0
201,1,Atkinson,34,Cobb,0
202,1,Atkinson,35,Coffee,1
203,1,Atkinson,36,Colquitt,0
204,1,Atkinson,37,Columbia,0
205,1,Atkinson,38,Cook,0
206,1,Atkinson,39,Coweta,0
207,1,Atkinson,40,Crawford,0
208,1,Atkinson,41,Crisp,0
209,1,Atkinson,42,Dade,0
210,1,Atkinson,43,Dawson,0
211,1,Atkinson,44,DeKalb,0
212,1,Atkinson,45,DeKalb,0
213,1,Atkinson,46,DeKalb,0
214,1,Atkinson,47,Decatur,0
215,1,Atkinson,48,Dodge,0
216,1,Atkinson,49,Dooly,0
217,1,Atkinson,50,Dougherty,0
218,1,Atkinson,51,Douglas,0
219,1,Atkinson,52,Early,0
220,1,Atkinson,53,Echols,0
221,1,Atkinson,54,Effingham,0
222,1,Atkinson,55,Elbert,0
223,1,Atkinson,56,Emanuel,0
224,1,Atkinson,57,Evans,0
225,1,Atkinson,58,Fannin,0
226,1,Atkinson,59,Fayette,0
227,1,Atkinson,60,Floyd,0
228,1,Atkinson,61,Forsyth,0
229,1,Atkinson,62,Franklin,0
230,1,Atkinson,63,Fulton,0
231,1,Atkinson,64,Fulton,0
232,1,Atkinson,65,Fulton,0
233,1,Atkinson,66,Gilmer,0
234,1,Atkinson,67,Glascock,0
235,1,Atkinson,68,Glynn,0
236,1,Atkinson,69,Gordon,0
237,1,Atkinson,70,Grady,0
238,1,Atkinson,71,Greene,0
239,1,Atkinson,72,Gwinnett,0
240,1,Atkinson,73,Gwinnett,0
241,1,Atkinson,74,Gwinnett,0
242,1,Atkinson,75,Habersham,0
243,1,Atkinson,76,Hall,0
244,1,Atkinson,77,Hancock,0
245,1,Atkinson,78,Haralson,0
246,1,Atkinson,79,Harris,0
247,1,Atkinson,80,Hart,0
248,1,Atkinson,81,Heard,0
249,1,Atkinson,82,Henry,0
250,1,Atkinson,83,Houston,0
251,1,Atkinson,84,Irwin,0
252,1,Atkinson,85,Jackson,0
253,1,Atkinson,86,Jasper,0
254,1,Atkinson,87,Jeff,0
255,1,Atkinson,88,Jefferson,0
256,1,Atkinson,89,Jenkins,0
257,1,Atkinson,90,Johnson,0
258,1,Atkinson,91,Jones,0
259,1,Atkinson,92,Lamar,0
260,1,Atkinson,93,Lanier,1
261,1,Atkinson,94,Laurens,0
262,1,Atkinson,95,Lee,0
263,1,Atkinson,96,Liberty,0
264,1,Atkinson,97,Lincoln,0
265,1,Atkinson,98,Long,0
266,1,Atkinson,99,Lowndes,0
267,1,Atkinson,100,Lumpkin,0
268,1,Atkinson,101,Macon,0
269,1,Atkinson,102,Madison,0
270,1,Atkinson,103,Marion,0
271,1,Atkinson,104,McDuffie,0
272,1,Atkinson,105,McIntosh,0
273,1,Atkinson,106,Meriwether,0
274,1,Atkinson,107,Miller,0
275,1,Atkinson,108,Mitchell,0
276,1,Atkinson,109,Monroe,0
277,1,Atkinson,110,Montgomery,0
278,1,Atkinson,111,Morgan,0
279,1,Atkinson,112,Murray,0
280,1,Atkinson,113,Muscogee,0
281,1,Atkinson,114,Newton,0
282,1,Atkinson,115,Oconee,0
283,1,Atkinson,116,Oglethorpe,0
284,1,Atkinson,117,Paulding,0
285,1,Atkinson,118,Peach,0
286,1,Atkinson,119,Pickens,0
287,1,Atkinson,120,Pierce,0
288,1,Atkinson,121,Pike,0
289,1,Atkinson,122,Polk,0
290,1,Atkinson,123,Pulaski,0
291,1,Atkinson,124,Putnam,0
292,1,Atkinson,125,Quitman,0
293,1,Atkinson,126,Rabun,0
294,1,Atkinson,127,Randolph,0
295,1,Atkinson,128,Richmond,0
296,1,Atkinson,129,Rockdale,0
297,1,Atkinson,130,Schley,0
298,1,Atkinson,131,Screven,0
299,1,Atkinson,132,Seminole,0
300,1,Atkinson,133,Spalding,0
301,1,Atkinson,134,Stephens,0
302,1,Atkinson,135,Stewart,0
303,1,Atkinson,136,Sumter,0
304,1,Atkinson,137,Talbot,0
305,1,Atkinson,138,Taliaferro,0
306,1,Atkinson,139,Tattnall,0
307,1,Atkinson,140,Taylor,0
308,1,Atkinson,141,Telfair,0
309,1,Atkinson,142,Terrell,0
310,1,Atkinson,143,Thomas,0
311,1,Atkinson,144,Tift,0
312,1,Atkinson,145,Toombs,0
313,1,Atkinson,146,Towns,0
314,1,Atkinson,147,Treutlen,0
315,1,Atkinson,148,Troup,0
316,1,Atkinson,149,Turner,0
317,1,Atkinson,150,Twiggs,0
318,1,Atkinson,151,Union,0
319,1,Atkinson,152,Upson,0
320,1,Atkinson,153,Walker,0
321,1,Atkinson,154,Walton,0
322,1,Atkinson,155,Ware,1
323,1,Atkinson,156,Warren,0
324,1,Atkinson,157,Washington,0
325,1,Atkinson,158,Wayne,0
326,1,Atkinson,159,Webster,0
327,1,Atkinson,160,Wheeler,0
328,1,Atkinson,161,White,0
329,1,Atkinson,162,Whitfield,0
330,1,Atkinson,163,Wilcox,0
331,1,Atkinson,164,Wilkes,0
332,1,Atkinson,165,Wilkinson,0
333,1,Atkinson,166,Worth,0
334,2,Bacon,0,Appling,1
335,2,Bacon,1,Atkinson,0
336,2,Bacon,2,Bacon,0
337,2,Bacon,3,Baker,0
338,2,Bacon,4,Baldwin,0
339,2,Bacon,5,Banks,0
340,2,Bacon,6,Barrow,0
341,2,Bacon,7,Bartow,0
342,2,Bacon,8,Ben,0
343,2,Bacon,9,Berrien,0
344,2,Bacon,10,Bibb,0
345,2,Bacon,11,Bleckley,0
346,2,Bacon,12,Brantley,0
347,2,Bacon,13,Brooks,0
348,2,Bacon,14,Bryan,0
349,2,Bacon,15,Bulloch,0
350,2,Bacon,16,Burke,0
351,2,Bacon,17,Butts,0
352,2,Bacon,18,Calhoun,0
353,2,Bacon,19,Camden,0
354,2,Bacon,20,Candler,0
355,2,Bacon,21,Carroll,0
356,2,Bacon,22,Catoosa,0
357,2,Bacon,23,Charlton,0
358,2,Bacon,24,Chatham,0
359,2,Bacon,25,Chattahoochee,0
360,2,Bacon,26,Chattooga,0
361,2,Bacon,27,Cherokee,0
362,2,Bacon,28,Clarke,0
363,2,Bacon,29,Clay,0
364,2,Bacon,30,Clayton,0
365,2,Bacon,31,Clinch,0
366,2,Bacon,32,Cobb,0
367,2,Bacon,33,Cobb,0
368,2,Bacon,34,Cobb,0
369,2,Bacon,35,Coffee,1
370,2,Bacon,36,Colquitt,0
371,2,Bacon,37,Columbia,0
372,2,Bacon,38,Cook,0
373,2,Bacon,39,Coweta,0
374,2,Bacon,40,Crawford,0
375,2,Bacon,41,Crisp,0
376,2,Bacon,42,Dade,0
377,2,Bacon,43,Dawson,0
378,2,Bacon,44,DeKalb,0
379,2,Bacon,45,DeKalb,0
380,2,Bacon,46,DeKalb,0
381,2,Bacon,47,Decatur,0
382,2,Bacon,48,Dodge,0
383,2,Bacon,49,Dooly,0
384,2,Bacon,50,Dougherty,0
385,2,Bacon,51,Douglas,0
386,2,Bacon,52,Early,0
387,2,Bacon,53,Echols,0
388,2,Bacon,54,Effingham,0
389,2,Bacon,55,Elbert,0
390,2,Bacon,56,Emanuel,0
391,2,Bacon,57,Evans,0
392,2,Bacon,58,Fannin,0
393,2,Bacon,59,Fayette,0
394,2,Bacon,60,Floyd,0
395,2,Bacon,61,Forsyth,0
396,2,Bacon,62,Franklin,0
397,2,Bacon,63,Fulton,0
398,2,Bacon,64,Fulton,0
399,2,Bacon,65,Fulton,0
400,2,Bacon,66,Gilmer,0
401,2,Bacon,67,Glascock,0
402,2,Bacon,68,Glynn,0
403,2,Bacon,69,Gordon,0
404,2,Bacon,70,Grady,0
405,2,Bacon,71,Greene,0
406,2,Bacon,72,Gwinnett,0
407,2,Bacon,73,Gwinnett,0
408,2,Bacon,74,Gwinnett,0
409,2,Bacon,75,Habersham,0
410,2,Bacon,76,Hall,0
411,2,Bacon,77,Hancock,0
412,2,Bacon,78,Haralson,0
413,2,Bacon,79,Harris,0
414,2,Bacon,80,Hart,0
415,2,Bacon,81,Heard,0
416,2,Bacon,82,Henry,0
417,2,Bacon,83,Houston,0
418,2,Bacon,84,Irwin,0
419,2,Bacon,85,Jackson,0
420,2,Bacon,86,Jasper,0
421,2,Bacon,87,Jeff,1
422,2,Bacon,88,Jefferson,0
423,2,Bacon,89,Jenkins,0
424,2,Bacon,90,Johnson,0
425,2,Bacon,91,Jones,0
426,2,Bacon,92,Lamar,0
427,2,Bacon,93,Lanier,0
428,2,Bacon,94,Laurens,0
429,2,Bacon,95,Lee,0
430,2,Bacon,96,Liberty,0
431,2,Bacon,97,Lincoln,0
432,2,Bacon,98,Long,0
433,2,Bacon,99,Lowndes,0
434,2,Bacon,100,Lumpkin,0
435,2,Bacon,101,Macon,0
436,2,Bacon,102,Madison,0
437,2,Bacon,103,Marion,0
438,2,Bacon,104,McDuffie,0
439,2,Bacon,105,McIntosh,0
440,2,Bacon,106,Meriwether,0
441,2,Bacon,107,Miller,0
442,2,Bacon,108,Mitchell,0
443,2,Bacon,109,Monroe,0
444,2,Bacon,110,Montgomery,0
445,2,Bacon,111,Morgan,0
446,2,Bacon,112,Murray,0
447,2,Bacon,113,Muscogee,0
448,2,Bacon,114,Newton,0
449,2,Bacon,115,Oconee,0
450,2,Bacon,116,Oglethorpe,0
451,2,Bacon,117,Paulding,0
452,2,Bacon,118,Peach,0
453,2,Bacon,119,Pickens,0
454,2,Bacon,120,Pierce,1
455,2,Bacon,121,Pike,0
456,2,Bacon,122,Polk,0
457,2,Bacon,123,Pulaski,0
458,2,Bacon,124,Putnam,0
459,2,Bacon,125,Quitman,0
460,2,Bacon,126,Rabun,0
461,2,Bacon,127,Randolph,0
462,2,Bacon,128,Richmond,0
463,2,Bacon,129,Rockdale,0
464,2,Bacon,130,Schley,0
465,2,Bacon,131,Screven,0
466,2,Bacon,132,Seminole,0
467,2,Bacon,133,Spalding,0
468,2,Bacon,134,Stephens,0
469,2,Bacon,135,Stewart,0
470,2,Bacon,136,Sumter,0
471,2,Bacon,137,Talbot,0
472,2,Bacon,138,Taliaferro,0
473,2,Bacon,139,Tattnall,0
474,2,Bacon,140,Taylor,0
475,2,Bacon,141,Telfair,0
476,2,Bacon,142,Terrell,0
477,2,Bacon,143,Thomas,0
478,2,Bacon,144,Tift,0
479,2,Bacon,145,Toombs,0
480,2,Bacon,146,Towns,0
481,2,Bacon,147,Treutlen,0
482,2,Bacon,148,Troup,0
483,2,Bacon,149,Turner,0
484,2,Bacon,150,Twiggs,0
485,2,Bacon,151,Union,0
486,2,Bacon,152,Upson,0
487,2,Bacon,153,Walker,0
488,2,Bacon,154,Walton,0
489,2,Bacon,155,Ware,1
490,2,Bacon,156,Warren,0
491,2,Bacon,157,Washington,0
492,2,Bacon,158,Wayne,0
493,2,Bacon,159,Webster,0
494,2,Bacon,160,Wheeler,0
495,2,Bacon,161,White,0
496,2,Bacon,162,Whitfield,0
497,2,Bacon,163,Wilcox,0
498,2,Bacon,164,Wilkes,0
499,2,Bacon,165,Wilkinson,0
500,2,Bacon,166,Worth,0
501,3,Baker,0,Appling,0
502,3,Baker,1,Atkinson,0
503,3,Baker,2,Bacon,0
504,3,Baker,3,Baker,0
505,3,Baker,4,Baldwin,0
506,3,Baker,5,Banks,0
507,3,Baker,6,Barrow,0
508,3,Baker,7,Bartow,0
509,3,Baker,8,Ben,0
510,3,Baker,9,Berrien,0
511,3,Baker,10,Bibb,0
512,3,Baker,11,Bleckley,0
513,3,Baker,12,Brantley,0
514,3,Baker,13,Brooks,0
515,3,Baker,14,Bryan,0
516,3,Baker,15,Bulloch,0
517,3,Baker,16,Burke,0
518,3,Baker,17,Butts,0
519,3,Baker,18,Calhoun,1
520,3,Baker,19,Camden,0
521,3,Baker,20,Candler,0
522,3,Baker,21,Carroll,0
523,3,Baker,22,Catoosa,0
524,3,Baker,23,Charlton,0
525,3,Baker,24,Chatham,0
526,3,Baker,25,Chattahoochee,0
527,3,Baker,26,Chattooga,0
528,3,Baker,27,Cherokee,0
529,3,Baker,28,Clarke,0
530,3,Baker,29,Clay,0
531,3,Baker,30,Clayton,0
532,3,Baker,31,Clinch,0
533,3,Baker,32,Cobb,0
534,3,Baker,33,Cobb,0
535,3,Baker,34,Cobb,0
536,3,Baker,35,Coffee,0
537,3,Baker,36,Colquitt,0
538,3,Baker,37,Columbia,0
539,3,Baker,38,Cook,0
540,3,Baker,39,Coweta,0
541,3,Baker,40,Crawford,0
542,3,Baker,41,Crisp,0
543,3,Baker,42,Dade,0
544,3,Baker,43,Dawson,0
545,3,Baker,44,DeKalb,1
546,3,Baker,45,DeKalb,1
547,3,Baker,46,DeKalb,1
548,3,Baker,47,Decatur,0
549,3,Baker,48,Dodge,0
550,3,Baker,49,Dooly,0
551,3,Baker,50,Dougherty,1
552,3,Baker,51,Douglas,0
553,3,Baker,52,Early,1
554,3,Baker,53,Echols,0
555,3,Baker,54,Effingham,0
556,3,Baker,55,Elbert,0
557,3,Baker,56,Emanuel,0
558,3,Baker,57,Evans,0
559,3,Baker,58,Fannin,0
560,3,Baker,59,Fayette,0
561,3,Baker,60,Floyd,0
562,3,Baker,61,Forsyth,0
563,3,Baker,62,Franklin,0
564,3,Baker,63,Fulton,0
565,3,Baker,64,Fulton,0
566,3,Baker,65,Fulton,0
567,3,Baker,66,Gilmer,0
568,3,Baker,67,Glascock,0
569,3,Baker,68,Glynn,0
570,3,Baker,69,Gordon,0
571,3,Baker,70,Grady,0
572,3,Baker,71,Greene,0
573,3,Baker,72,Gwinnett,0
574,3,Baker,73,Gwinnett,0
575,3,Baker,74,Gwinnett,0
576,3,Baker,75,Habersham,0
577,3,Baker,76,Hall,0
578,3,Baker,77,Hancock,0
579,3,Baker,78,Haralson,0
580,3,Baker,79,Harris,0
581,3,Baker,80,Hart,0
582,3,Baker,81,Heard,0
583,3,Baker,82,Henry,0
584,3,Baker,83,Houston,0
585,3,Baker,84,Irwin,0
586,3,Baker,85,Jackson,0
587,3,Baker,86,Jasper,0
588,3,Baker,87,Jeff,0
589,3,Baker,88,Jefferson,0
590,3,Baker,89,Jenkins,0
591,3,Baker,90,Johnson,0
592,3,Baker,91,Jones,0
593,3,Baker,92,Lamar,0
594,3,Baker,93,Lanier,0
595,3,Baker,94,Laurens,0
596,3,Baker,95,Lee,0
597,3,Baker,96,Liberty,0
598,3,Baker,97,Lincoln,0
599,3,Baker,98,Long,0
600,3,Baker,99,Lowndes,0
601,3,Baker,100,Lumpkin,0
602,3,Baker,101,Macon,0
603,3,Baker,102,Madison,0
604,3,Baker,103,Marion,0
605,3,Baker,104,McDuffie,0
606,3,Baker,105,McIntosh,0
607,3,Baker,106,Meriwether,0
608,3,Baker,107,Miller,1
609,3,Baker,108,Mitchell,1
610,3,Baker,109,Monroe,0
611,3,Baker,110,Montgomery,0
612,3,Baker,111,Morgan,0
613,3,Baker,112,Murray,0
614,3,Baker,113,Muscogee,0
615,3,Baker,114,Newton,0
616,3,Baker,115,Oconee,0
617,3,Baker,116,Oglethorpe,0
618,3,Baker,117,Paulding,0
619,3,Baker,118,Peach,0
620,3,Baker,119,Pickens,0
621,3,Baker,120,Pierce,0
622,3,Baker,121,Pike,0
623,3,Baker,122,Polk,0
624,3,Baker,123,Pulaski,0
625,3,Baker,124,Putnam,0
626,3,Baker,125,Quitman,0
627,3,Baker,126,Rabun,0
628,3,Baker,127,Randolph,0
629,3,Baker,128,Richmond,0
630,3,Baker,129,Rockdale,0
631,3,Baker,130,Schley,0
632,3,Baker,131,Screven,0
633,3,Baker,132,Seminole,0
634,3,Baker,133,Spalding,0
635,3,Baker,134,Stephens,0
636,3,Baker,135,Stewart,0
637,3,Baker,136,Sumter,0
638,3,Baker,137,Talbot,0
639,3,Baker,138,Taliaferro,0
640,3,Baker,139,Tattnall,0
641,3,Baker,140,Taylor,0
642,3,Baker,141,Telfair,0
643,3,Baker,142,Terrell,0
644,3,Baker,143,Thomas,0
645,3,Baker,144,Tift,0
646,3,Baker,145,Toombs,0
647,3,Baker,146,Towns,0
648,3,Baker,147,Treutlen,0
649,3,Baker,148,Troup,0
650,3,Baker,149,Turner,0
651,3,Baker,150,Twiggs,0
652,3,Baker,151,Union,0
653,3,Baker,152,Upson,0
654,3,Baker,153,Walker,0
655,3,Baker,154,Walton,0
656,3,Baker,155,Ware,0
657,3,Baker,156,Warren,0
658,3,Baker,157,Washington,0
659,3,Baker,158,Wayne,0
660,3,Baker,159,Webster,0
661,3,Baker,160,Wheeler,0
662,3,Baker,161,White,0
663,3,Baker,162,Whitfield,0
664,3,Baker,163,Wilcox,0
665,3,Baker,164,Wilkes,0
666,3,Baker,165,Wilkinson,0
667,3,Baker,166,Worth,0
668,4,Baldwin,0,Appling,0
669,4,Baldwin,1,Atkinson,0
670,4,Baldwin,2,Bacon,0
671,4,Baldwin,3,Baker,0
672,4,Baldwin,4,Baldwin,0
673,4,Baldwin,5,Banks,0
674,4,Baldwin,6,Barrow,0
675,4,Baldwin,7,Bartow,0
676,4,Baldwin,8,Ben,0
677,4,Baldwin,9,Berrien,0
678,4,Baldwin,10,Bibb,0
679,4,Baldwin,11,Bleckley,0
680,4,Baldwin,12,Brantley,0
681,4,Baldwin,13,Brooks,0
682,4,Baldwin,14,Bryan,0
683,4,Baldwin,15,Bulloch,0
684,4,Baldwin,16,Burke,0
685,4,Baldwin,17,Butts,0
686,4,Baldwin,18,Calhoun,0
687,4,Baldwin,19,Camden,0
688,4,Baldwin,20,Candler,0
689,4,Baldwin,21,Carroll,0
690,4,Baldwin,22,Catoosa,0
691,4,Baldwin,23,Charlton,0
692,4,Baldwin,24,Chatham,0
693,4,Baldwin,25,Chattahoochee,0
694,4,Baldwin,26,Chattooga,0
695,4,Baldwin,27,Cherokee,0
696,4,Baldwin,28,Clarke,0
697,4,Baldwin,29,Clay,0
698,4,Baldwin,30,Clayton,0
699,4,Baldwin,31,Clinch,0
700,4,Baldwin,32,Cobb,0
701,4,Baldwin,33,Cobb,0
702,4,Baldwin,34,Cobb,0
703,4,Baldwin,35,Coffee,0
704,4,Baldwin,36,Colquitt,0
705,4,Baldwin,37,Columbia,0
706,4,Baldwin,38,Cook,0
707,4,Baldwin,39,Coweta,0
708,4,Baldwin,40,Crawford,0
709,4,Baldwin,41,Crisp,0
710,4,Baldwin,42,Dade,0
711,4,Baldwin,43,Dawson,0
712,4,Baldwin,44,DeKalb,0
713,4,Baldwin,45,DeKalb,0
714,4,Baldwin,46,DeKalb,0
715,4,Baldwin,47,Decatur,0
716,4,Baldwin,48,Dodge,0
717,4,Baldwin,49,Dooly,0
718,4,Baldwin,50,Dougherty,0
719,4,Baldwin,51,Douglas,0
720,4,Baldwin,52,Early,0
721,4,Baldwin,53,Echols,0
722,4,Baldwin,54,Effingham,0
723,4,Baldwin,55,Elbert,0
724,4,Baldwin,56,Emanuel,0
725,4,Baldwin,57,Evans,0
726,4,Baldwin,58,Fannin,0
727,4,Baldwin,59,Fayette,0
728,4,Baldwin,60,Floyd,0
729,4,Baldwin,61,Forsyth,0
730,4,Baldwin,62,Franklin,0
731,4,Baldwin,63,Fulton,0
732,4,Baldwin,64,Fulton,0
733,4,Baldwin,65,Fulton,0
734,4,Baldwin,66,Gilmer,0
735,4,Baldwin,67,Glascock,0
736,4,Baldwin,68,Glynn,0
737,4,Baldwin,69,Gordon,0
738,4,Baldwin,70,Grady,0
739,4,Baldwin,71,Greene,0
740,4,Baldwin,72,Gwinnett,0
741,4,Baldwin,73,Gwinnett,0
742,4,Baldwin,74,Gwinnett,0
743,4,Baldwin,75,Habersham,0
744,4,Baldwin,76,Hall,0
745,4,Baldwin,77,Hancock,1
746,4,Baldwin,78,Haralson,0
747,4,Baldwin,79,Harris,0
748,4,Baldwin,80,Hart,0
749,4,Baldwin,81,Heard,0
750,4,Baldwin,82,Henry,0
751,4,Baldwin,83,Houston,0
752,4,Baldwin,84,Irwin,0
753,4,Baldwin,85,Jackson,0
754,4,Baldwin,86,Jasper,0
755,4,Baldwin,87,Jeff,0
756,4,Baldwin,88,Jefferson,0
757,4,Baldwin,89,Jenkins,0
758,4,Baldwin,90,Johnson,0
759,4,Baldwin,91,Jones,1
760,4,Baldwin,92,Lamar,0
761,4,Baldwin,93,Lanier,0
762,4,Baldwin,94,Laurens,0
763,4,Baldwin,95,Lee,0
764,4,Baldwin,96,Liberty,0
765,4,Baldwin,97,Lincoln,0
766,4,Baldwin,98,Long,0
767,4,Baldwin,99,Lowndes,0
768,4,Baldwin,100,Lumpkin,0
769,4,Baldwin,101,Macon,0
770,4,Baldwin,102,Madison,0
771,4,Baldwin,103,Marion,0
772,4,Baldwin,104,McDuffie,0
773,4,Baldwin,105,McIntosh,0
774,4,Baldwin,106,Meriwether,0
775,4,Baldwin,107,Miller,0
776,4,Baldwin,108,Mitchell,0
777,4,Baldwin,109,Monroe,0
778,4,Baldwin,110,Montgomery,0
